#AVSISP
2a14:7580:cf12::/48,BD,BD-C,Dhaka,
2a14:7580:cf13::/48,BE,BE-BRU,Brussels,
2a14:7580:cf14::/48,BF,BF-03,Ouagadougou,
2a14:7580:cf15::/48,BG,BG-22,Sofia,
2a14:7580:cf16::/48,BH,,Al Nuwaidrat,
2a14:7580:cf17::/48,BI,,,
2a14:7580:cf18::/48,BJ,,,
2a14:7580:cf19::/48,BL,,,
2a14:7580:cf1a::/48,BM,,,
2a14:7580:cf1b::/48,BN,,,
2a14:7580:cf1c::/48,BO,,,
2a14:7580:cf1d::/48,BQ,,,
2a14:7580:cf1e::/48,BR,BR-ES,Anchieta,
2a14:7580:cf1f::/48,BS,,,
2a14:7580:cf20::/48,BT,,,
2a14:7580:cf21::/48,BV,,,
2a14:7580:cf22::/48,BW,,,
2a14:7580:cf23::/48,BY,,,
2a14:7580:cf24::/48,BZ,,,
2a14:7580:cf25::/48,CA,,,
2a14:7580:cf26::/48,CC,,,
2a14:7580:cf27::/48,CD,,,
2a14:7580:cf28::/48,CF,,,
2a14:7580:cf29::/48,CG,,,
2a14:7580:cf2a::/48,CH,,,
2a14:7580:cf2b::/48,CI,,,
2a14:7580:cf2c::/48,CK,,,
2a14:7580:cf2d::/48,CL,,,
2a14:7580:cf2e::/48,CM,,,
2a14:7580:cf2f::/48,CN,,,
2a14:7580:cf30::/48,CO,,,
2a14:7580:cf31::/48,CR,,,
2a14:7580:cf32::/48,CU,,,
2a14:7580:cf33::/48,CV,,,
2a14:7580:cf34::/48,CW,,,
2a14:7580:cf35::/48,CX,,,
2a14:7580:cf36::/48,CY,CY-03,Larnaca,
2a14:7580:cf37::/48,CZ,,,
2a14:7580:cf38::/48,DE,,,
2a14:7580:cf39::/48,DJ,,,
2a14:7580:cf3a::/48,DK,,,
2a14:7580:cf3b::/48,DM,,,
2a14:7580:cf3c::/48,DO,,,
2a14:7580:cf3d::/48,DZ,,Algiers,
2a14:7580:cf3e::/48,EC,,,
2a14:7580:cf3f::/48,EE,,,
2a14:7580:cf40::/48,EG,,,
2a14:7580:cf41::/48,EH,,,
2a14:7580:cf42::/48,ER,,,
2a14:7580:cf43::/48,ES,,Madrid,
2a14:7580:cf44::/48,ET,,,
2a14:7580:cf45::/48,FI,,,
2a14:7580:cf46::/48,FJ,,,
2a14:7580:cf47::/48,FK,,,
2a14:7580:cf48::/48,FM,,,
2a14:7580:cf49::/48,FO,,,
2a14:7580:cf4a::/48,FR,,Paris,
2a14:7580:cf4b::/48,GA,,,
2a14:7580:cf4c::/48,GB,,London,
2a14:7580:cf4d::/48,GD,,,
2a14:7580:cf4e::/48,GE,,,
2a14:7580:cf4f::/48,GF,,,
2a14:7580:cf50::/48,GG,,,
2a14:7580:cf51::/48,GH,,,
2a14:7580:cf52::/48,GI,,,
2a14:7580:cf53::/48,GL,,,
2a14:7580:cf54::/48,GM,,,
2a14:7580:cf55::/48,GN,,,
2a14:7580:cf56::/48,GP,,,
2a14:7580:cf57::/48,GQ,,,
2a14:7580:cf58::/48,GR,GR-I,Porto Rafti,
2a14:7580:cf59::/48,GS,,,
2a14:7580:cf5a::/48,GT,,,
2a14:7580:cf5b::/48,GU,,,
2a14:7580:cf5c::/48,GW,,,
2a14:7580:cf5d::/48,GY,,,
2a14:7580:cf5e::/48,HK,,,
2a14:7580:cf5f::/48,HM,,,
2a14:7580:cf60::/48,HN,,,
2a14:7580:cf61::/48,HR,,,
2a14:7580:cf62::/48,HT,,,
2a14:7580:cf63::/48,HU,,,
2a14:7580:cf64::/48,ID,,,
2a14:7580:cf65::/48,IE,,,
2a14:7580:cf66::/48,IL,,,
2a14:7580:cf67::/48,IM,,,
2a14:7580:cf68::/48,IN,,Coimbatore,
2a14:7580:cf69::/48,IO,,,
2a14:7580:cf6a::/48,IQ,,Baghdad,
2a14:7580:cf6b::/48,IR,,,
2a14:7580:cf6c::/48,IS,,,
2a14:7580:cf6d::/48,IT,IT-25,Gallarate,
2a14:7580:cf6e::/48,JE,,,
2a14:7580:cf6f::/48,JM,,,
2a14:7580:cf70::/48,JO,,,
2a14:7580:cf71::/48,JP,,Tokyo,
2a14:7580:cf72::/48,KE,,,
2a14:7580:cf73::/48,KG,,,
2a14:7580:cf74::/48,KH,,Phnom Penh,
2a14:7580:cf75::/48,KI,,,
2a14:7580:cf76::/48,KM,,,
2a14:7580:cf77::/48,KN,,,
2a14:7580:cf78::/48,KP,,,
2a14:7580:cf79::/48,KR,,,
2a14:7580:cf7a::/48,KW,,,
2a14:7580:cf7b::/48,KY,,,
2a14:7580:cf7c::/48,KZ,,Almaty,
2a14:7580:cf7d::/48,LA,,,
2a14:7580:cf7e::/48,LB,,,
2a14:7580:cf7f::/48,LC,,,
2a14:7580:cf80::/48,LI,,,
2a14:7580:cf81::/48,LK,,,
2a14:7580:cf82::/48,LR,,,
2a14:7580:cf83::/48,LS,,,
2a14:7580:cf84::/48,LT,,,
2a14:7580:cf85::/48,LU,,,
2a14:7580:cf86::/48,LV,,,
2a14:7580:cf87::/48,LY,,,
2a14:7580:cf88::/48,MA,,,
2a14:7580:cf89::/48,MC,,,
2a14:7580:cf8a::/48,MD,,,
2a14:7580:cf8b::/48,ME,,,
2a14:7580:cf8c::/48,MF,,,
2a14:7580:cf8d::/48,MG,,,
2a14:7580:cf8e::/48,MH,,,
2a14:7580:cf8f::/48,MK,,,
2a14:7580:cf90::/48,ML,,,
2a14:7580:cf91::/48,MM,,,
2a14:7580:cf92::/48,MN,,,
2a14:7580:cf93::/48,MO,,,
2a14:7580:cf94::/48,MP,,,
2a14:7580:cf95::/48,MQ,,,
2a14:7580:cf96::/48,MR,,,
2a14:7580:cf97::/48,MS,,,
2a14:7580:cf98::/48,MT,,,
2a14:7580:cf99::/48,MU,,,
2a14:7580:cf9a::/48,MV,,,
2a14:7580:cf9b::/48,MW,,,
2a14:7580:cf9c::/48,MX,,,
2a14:7580:cf9d::/48,MY,,,
2a14:7580:cf9e::/48,MZ,,,
2a14:7580:cf9f::/48,NA,,,
2a14:7580:cfa0::/48,NC,,,
2a14:7580:cfa1::/48,NE,,,
2a14:7580:cfa2::/48,NF,,,
2a14:7580:cfa3::/48,NG,,,
2a14:7580:cfa4::/48,NI,,,
2a14:7580:cfa5::/48,NL,NL-NH,Amsterdam,1013CX
2a14:7580:cfa6::/48,NO,,,
2a14:7580:cfa7::/48,NP,,,
2a14:7580:cfa8::/48,NR,,,
2a14:7580:cfa9::/48,NU,,,
2a14:7580:cfaa::/48,NZ,,,
2a14:7580:cfab::/48,OM,,,
2a14:7580:cfac::/48,PA,,,
2a14:7580:cfad::/48,PE,,,
2a14:7580:cfae::/48,PF,,,
2a14:7580:cfaf::/48,PG,,,
2a14:7580:cfb0::/48,PH,,,
2a14:7580:cfb1::/48,PK,,,
2a14:7580:cfb2::/48,PL,,,
2a14:7580:cfb3::/48,PM,,,
2a14:7580:cfb4::/48,PN,,,
2a14:7580:cfb5::/48,PR,,,
2a14:7580:cfb6::/48,PS,,,
2a14:7580:cfb7::/48,PT,,,
2a14:7580:cfb8::/48,PW,,,
2a14:7580:cfb9::/48,PY,,,
2a14:7580:cfba::/48,QA,,,
2a14:7580:cfbb::/48,RE,,,
2a14:7580:cfbc::/48,RO,,,
2a14:7580:cfbd::/48,RS,,,
2a14:7580:cfbe::/48,RU,RU-MOS,Domodedovo,
2a14:7580:cfbf::/48,RW,RW-01,Kigali,
2a14:7580:cfc0::/48,SA,SA-14,Khamis Mushayt,
2a14:7580:cfc1::/48,SB,SB-CT,Honiara,
2a14:7580:cfc2::/48,SC,SC-16,Victoria,
2a14:7580:cfc3::/48,SD,SD-KH,Omdurman,13311
2a14:7580:cfc4::/48,SE,SE-W,Borlange,78462
2a14:7580:cfc5::/48,SG,SG-01,Singapore,239923
2a14:7580:cfc6::/48,SH,SH-TA,Tristan da Cunha,TDCU1ZZ
2a14:7580:cfc7::/48,SI,SI-061,Ljubljana,1000
2a14:7580:cfc8::/48,SJ,,Longyearbyen,9171
2a14:7580:cfc9::/48,SK,SK-BL,Bratislava,81102
2a14:7580:cfca::/48,SL,SL-W,Freetown,
2a14:7580:cfcb::/48,SM,SM-07,San Marino,47890
2a14:7580:cfcc::/48,SN,SN-DK,Dakar,
2a14:7580:cfcd::/48,SO,SO-BN,Mogadishu,
2a14:7580:cfce::/48,SR,SR-PM,Paramaribo,
2a14:7580:cfcf::/48,SS,SS-EC,Juba,
2a14:7580:cfd0::/48,ST,ST-01,Sao Tome,
2a14:7580:cfd1::/48,SV,SV-US,Usulutan,
2a14:7580:cfd2::/48,SX,,Philipsburg,
2a14:7580:cfd3::/48,SY,SY-DI,Damascus,
2a14:7580:cfd4::/48,SZ,SZ-MA,Manzini,
2a14:7580:cfd5::/48,TC,,Grand Turk,
2a14:7580:cfd6::/48,TD,TD-ND,N'Djamena,
2a14:7580:cfd7::/48,TF,,Port-aux-Français,98400
2a14:7580:cfd8::/48,TG,TG-M,Lome,
2a14:7580:cfd9::/48,TH,TH-10,Bangkok,
2a14:7580:cfda::/48,TJ,TJ-DU,Dushanbe,
2a14:7580:cfdb::/48,TK,,Fakaofu Village,
2a14:7580:cfdc::/48,TL,TL-DI,Dili,
2a14:7580:cfdd::/48,TM,TM-A,Ashgabat,744000
2a14:7580:cfde::/48,TN,TN-11,Tunis,1124
2a14:7580:cfdf::/48,TO,TO-04,Nuku alofa,
2a14:7580:cfe0::/48,TR,TR-34,Kocasinan,38010
2a14:7580:cfe1::/48,TT,TT-POS,Port of Spain,100498
2a14:7580:cfe2::/48,TV,TV-FUN,Funafuti,TUV150
2a14:7580:cfe3::/48,TW,TW-TPE,Taipei,100
2a14:7580:cfe4::/48,TZ,TZ-02,Dar es Salaam,11101
2a14:7580:cfe5::/48,UA,UA-30,Kyiv,01001
2a14:7580:cfe6::/48,UG,UG-102,Kampala,25601
2a14:7580:cfe7::/48,UM,UM-79,Wake Island,96898
2a14:7580:cfe8::/48,US,US-NY,New York,10282
2a14:7580:cfe9::/48,UY,UY-MO,Montevideo,
2a14:7580:cfea::/48,UZ,UZ-AN,Andijon,
2a14:7580:cfeb::/48,VA,,Vatican City,00120
2a14:7580:cfec::/48,VC,,Kingstown,
2a14:7580:cfed::/48,VE,VE-A,Caracas,
2a14:7580:cfee::/48,VG,,East End,
2a14:7580:cfef::/48,VI,,Saint Thomas,
2a14:7580:cff0::/48,VN,VN-HN,Hanoi,
2a14:7580:cff1::/48,VU,VU-SEE,Port-Vila,
2a14:7580:cff2::/48,WF,,Mata Utu,
2a14:7580:cff3::/48,WS,WS-TU,Apia,
2a14:7580:cff4::/48,YE,YE-AD,Aden,
2a14:7580:cff5::/48,YT,,Mamoudzou,
2a14:7580:cff6::/48,ZA,ZA-WC,Cape Town,8001
2a14:7580:cff7::/48,ZM,ZM-09,Lusaka,
2a14:7580:cff8::/48,ZW,ZW-HA,Harare,
